TIME,PM1,PM25,PM10,PRESSURE,HUMIDITY,TEMPERATURE,NO2,O3
2021-10-21 21:00:00,2.1,3.1,3.62,1009.47,71.96,9.43,29.4,87.19
2021-10-21 22:00:00,1.96,2.97,3.51,1009.67,71.4,9.27,30.39,88.94
2021-10-21 23:00:00,1.48,2.15,2.53,1009.87,72.6,9.16,29.38,89.44
2021-10-22 00:00:00,1.23,1.74,2.02,1010.1,74.58,8.91,29.99,90.31
2021-10-22 01:00:00,1.17,1.82,2.19,1010.31,74.4,8.88,31.13,91.56
2021-10-22 02:00:00,1.1,1.72,1.97,1010.56,76.05,8.58,33.42,90.38
2021-10-22 03:00:00,3.38,4.93,5.72,1011.27,79.27,8.1,39.24,78.19
2021-10-22 04:00:00,5.09,8.16,9.57,1012.26,79.39,7.57,43.64,75.99
2021-10-22 05:00:00,4.67,6.84,7.88,1013.1,79.25,7.38,49.41,62.31
2021-10-22 06:00:00,4.39,6.09,6.96,1014.23,84.88,7.01,44.06,59.09
2021-10-22 07:00:00,3.03,4.23,4.91,1014.7,85.0,7.15,35.02,72.19
2021-10-22 08:00:00,1.81,2.55,2.97,1015.04,74.03,8.26,28.29,77.54
2021-10-22 09:00:00,1.3,2.05,2.43,1015.22,65.65,9.22,24.37,79.25
2021-10-22 10:00:00,1.12,1.76,2.1,1015.0,59.29,10.03,27.1,87.03
2021-10-22 11:00:00,1.51,2.19,2.53,1014.43,52.64,10.93,29.88,90.28
2021-10-22 12:00:00,1.21,1.71,1.97,1013.75,55.34,11.15,24.02,87.62
2021-10-22 13:00:00,1.53,2.07,2.4,1013.4,55.01,12.3,21.12,82.13
2021-10-22 14:00:00,1.32,1.91,2.23,1013.49,55.82,12.58,21.7,88.1
2021-10-22 15:00:00,1.6,2.34,2.69,1013.56,60.6,10.3,38.58,104.88
2021-10-22 16:00:00,3.5,5.29,6.16,1013.88,61.08,8.89,42.0,94.29
2021-10-22 17:00:00,7.05,11.03,12.86,1014.27,62.0,8.69,41.02,79.76
2021-10-22 18:00:00,6.76,10.76,12.66,1014.98,66.83,7.88,37.4,78.61
2021-10-22 19:00:00,7.38,11.62,13.57,1015.51,68.01,7.3,36.61,76.16
2021-10-22 20:00:00,4.31,6.71,7.77,1015.79,67.21,6.66,33.59,80.68
2021-10-22 21:00:00,3.11,4.61,5.38,1016.1,69.24,6.71,32.34,83.26
2021-10-22 22:00:00,3.02,4.59,5.34,1016.35,69.32,6.5,33.87,84.19
2021-10-22 23:00:00,2.96,4.49,5.26,1016.6,71.54,6.28,35.22,82.53
2021-10-23 00:00:00,3.18,4.78,5.56,1017.3,71.85,6.09,36.71,79.28
2021-10-23 01:00:00,4.0,6.05,7.0,1018.02,77.95,5.61,38.04,74.25
2021-10-23 02:00:00,4.31,6.21,7.11,1018.85,84.73,5.18,39.79,74.14
2021-10-23 03:00:00,4.31,5.99,6.86,1019.82,87.34,4.53,41.45,74.59
2021-10-23 04:00:00,2.45,3.4,3.95,1020.49,89.15,4.07,42.24,84.15
2021-10-23 05:00:00,2.35,3.4,4.04,1021.14,88.25,3.86,38.15,82.9
2021-10-23 06:00:00,3.29,4.78,5.55,1021.89,88.57,4.12,37.98,78.09
2021-10-23 07:00:00,2.9,4.36,5.12,1022.42,82.05,5.02,33.15,79.57
2021-10-23 08:00:00,3.03,4.57,5.41,1022.95,74.04,6.42,30.92,80.88
2021-10-23 09:00:00,3.34,5.07,5.89,1023.38,71.25,7.34,30.53,82.2
2021-10-23 10:00:00,3.85,5.73,6.68,1023.64,68.1,7.87,30.93,82.62
2021-10-23 11:00:00,3.75,5.77,6.77,1023.74,69.58,7.78,35.78,87.42
2021-10-23 12:00:00,3.94,6.07,7.09,1023.98,70.74,7.65,35.22,86.63
2021-10-23 13:00:00,3.21,4.81,5.57,1024.39,73.17,7.44,36.57,86.71
2021-10-23 14:00:00,3.98,6.12,7.18,1024.75,75.98,6.95,32.36,81.17
2021-10-23 15:00:00,5.78,8.75,10.17,1025.72,78.58,6.24,39.44,85.97
2021-10-23 16:00:00,7.03,10.63,12.2,1026.85,87.71,4.53,44.01,87.51
2021-10-23 17:00:00,15.95,25.0,32.75,1027.53,86.38,4.34,46.63,53.13
2021-10-23 18:00:00,21.9,35.48,46.97,1028.16,85.47,4.17,50.59,45.48
2021-10-23 19:00:00,21.96,35.66,47.36,1028.82,88.37,3.34,50.84,47.76
2021-10-23 20:00:00,21.96,35.44,46.58,1029.62,88.74,3.55,46.06,39.09
2021-10-23 21:00:00,19.91,31.64,43.08,1030.2,90.13,3.43,46.28,29.9
2021-10-23 22:00:00,20.02,31.95,43.64,1030.71,92.21,3.06,47.25,22.93
2021-10-23 23:00:00,21.81,35.26,47.7,1031.0,91.56,2.65,46.17,29.46
2021-10-24 00:00:00,21.72,35.34,47.81,1031.51,92.95,2.26,45.04,26.38
2021-10-24 01:00:00,21.14,33.81,46.41,1031.73,93.7,2.09,46.35,19.48
2021-10-24 02:00:00,21.36,34.37,47.16,1031.91,93.2,1.75,46.07,17.51
2021-10-24 03:00:00,22.53,37.26,49.53,1032.22,93.63,1.4,45.51,17.05
2021-10-24 04:00:00,23.88,39.53,51.29,1032.57,94.31,0.98,46.19,17.1
2021-10-24 05:00:00,24.64,40.76,52.35,1033.16,91.17,0.67,51.0,14.99
2021-10-24 06:00:00,24.09,39.96,50.82,1033.75,89.94,1.22,49.82,17.6
2021-10-24 07:00:00,23.41,40.73,51.26,1034.02,88.5,2.32,47.62,47.33
2021-10-24 08:00:00,19.88,34.03,46.68,1034.38,82.25,4.05,43.82,55.32
2021-10-24 09:00:00,18.99,31.38,43.25,1034.45,76.95,6.13,38.32,55.42
2021-10-24 10:00:00,13.81,22.08,28.99,1034.21,73.32,7.89,25.9,57.1
2021-10-24 11:00:00,5.83,9.06,10.75,1033.77,67.34,8.82,23.81,69.95
2021-10-24 12:00:00,4.39,6.62,7.76,1033.17,62.73,9.99,19.64,67.99
2021-10-24 13:00:00,3.45,5.18,6.01,1032.79,60.74,11.22,14.05,61.1
2021-10-24 14:00:00,3.49,5.22,6.11,1032.5,62.43,12.11,9.72,64.57
2021-10-24 15:00:00,4.24,6.24,7.19,1031.95,66.02,9.17,47.12,79.81
2021-10-24 16:00:00,16.09,24.65,32.45,1032.0,71.01,6.25,74.78,28.61
2021-10-24 17:00:00,18.88,29.68,40.64,1031.92,76.49,4.52,67.2,20.63
2021-10-24 18:00:00,21.57,34.59,46.27,1031.61,80.64,3.17,60.12,16.27
2021-10-24 19:00:00,22.77,35.85,47.48,1031.6,83.48,2.12,55.42,15.57
2021-10-24 20:00:00,31.45,50.65,60.61,1031.47,83.98,1.54,51.77,15.47
2021-10-24 21:00:00,34.59,55.36,64.77,1031.44,83.22,1.12,47.4,16.62
2021-10-24 22:00:00,34.75,55.82,65.76,1031.36,85.34,0.36,45.72,17.53
2021-10-24 23:00:00,36.13,58.35,69.02,1031.21,87.53,-0.33,44.48,17.78
2021-10-25 00:00:00,35.63,57.71,67.9,1030.93,87.09,-0.48,43.43,17.72
2021-10-25 01:00:00,36.03,58.3,68.78,1030.5,87.95,-0.87,42.32,18.17
2021-10-25 02:00:00,34.9,56.38,66.34,1030.14,90.47,-1.36,42.71,16.35
2021-10-25 03:00:00,33.54,53.96,63.26,1029.88,93.56,-1.84,44.29,14.97
2021-10-25 04:00:00,31.59,50.56,59.98,1029.26,94.45,-2.18,46.94,12.86
2021-10-25 05:00:00,32.48,52.63,63.31,1028.97,95.25,-2.44,50.73,10.79
2021-10-25 06:00:00,26.29,41.61,53.06,1028.94,93.62,-1.88,52.38,12.57
2021-10-25 07:00:00,26.89,42.24,52.4,1028.78,87.76,0.23,58.24,12.41
2021-10-25 08:00:00,20.86,32.03,42.88,1028.28,79.75,3.32,55.29,11.18
2021-10-25 09:00:00,15.72,24.02,31.51,1027.71,71.32,6.17,43.91,18.54
2021-10-25 10:00:00,11.26,16.78,19.34,1027.09,63.17,8.3,32.93,34.62
2021-10-25 11:00:00,9.37,13.89,15.94,1026.42,59.69,10.04,33.8,41.93
2021-10-25 12:00:00,10.84,15.95,18.42,1025.94,56.53,11.64,40.92,41.8
2021-10-25 13:00:00,12.61,18.88,22.83,1025.11,57.11,12.89,35.07,25.15
2021-10-25 14:00:00,11.16,16.5,19.09,1024.33,62.44,13.83,23.29,18.26
2021-10-25 15:00:00,12.53,19.75,24.48,1024.01,63.86,12.53,58.51,45.15
2021-10-25 16:00:00,,,,,,,,
2021-10-25 17:00:00,24.59,38.93,49.0,1024.17,74.86,4.83,0.0,44.51
2021-10-25 18:00:00,35.93,59.16,70.24,1024.23,75.89,4.05,20.82,30.49
2021-10-25 19:00:00,50.03,83.08,99.45,1024.36,77.48,3.07,35.85,25.63
2021-10-25 20:00:00,53.22,87.88,105.0,1024.43,77.41,2.27,37.77,23.87
2021-10-25 21:00:00,55.4,92.06,110.01,1024.51,76.94,1.56,37.63,23.2
2021-10-25 22:00:00,57.43,96.03,115.01,1024.31,79.81,0.62,38.01,22.64
2021-10-25 23:00:00,52.35,86.83,103.57,1024.19,78.65,0.36,37.21,22.33
2021-10-26 00:00:00,51.44,84.8,100.92,1024.22,77.89,0.2,37.69,22.7
2021-10-26 01:00:00,48.64,80.46,95.65,1024.16,81.46,-0.52,37.96,21.78
2021-10-26 02:00:00,48.56,80.05,95.1,1024.18,81.24,-0.52,39.41,20.51
2021-10-26 03:00:00,47.57,78.4,93.55,1024.36,82.17,-0.77,38.63,20.94
2021-10-26 04:00:00,46.64,77.11,91.96,1024.39,85.06,-1.28,42.98,18.82
2021-10-26 05:00:00,43.27,71.03,84.29,1024.51,87.45,-1.62,46.55,19.0
2021-10-26 06:00:00,42.65,69.54,82.14,1024.98,87.0,-0.99,48.87,18.4
2021-10-26 07:00:00,38.05,61.26,71.95,1025.08,81.99,0.8,48.98,21.18
2021-10-26 08:00:00,30.32,48.27,56.49,1024.8,75.21,3.53,47.39,22.79
2021-10-26 09:00:00,25.36,39.54,49.45,1024.42,67.94,7.02,38.83,25.41
2021-10-26 10:00:00,19.81,30.67,40.32,1023.89,61.53,9.26,30.13,47.5
2021-10-26 11:00:00,19.16,29.4,39.78,1023.11,58.5,10.54,23.75,74.87
2021-10-26 12:00:00,15.34,23.39,30.4,1022.55,55.79,12.0,13.75,84.73
2021-10-26 13:00:00,14.91,22.5,29.08,1022.44,56.21,12.56,17.4,96.98
2021-10-26 14:00:00,16.15,24.36,31.94,1022.5,61.4,12.01,27.44,91.15
2021-10-26 15:00:00,19.06,29.25,39.22,1022.91,65.72,9.87,53.85,65.32
2021-10-26 16:00:00,22.76,34.73,45.6,1023.52,71.59,7.74,70.51,30.57
2021-10-26 17:00:00,25.83,40.46,51.2,1024.1,77.48,6.55,65.86,23.84
2021-10-26 18:00:00,44.7,74.12,88.32,1024.44,80.38,5.8,62.22,21.36
2021-10-26 19:00:00,49.23,81.16,96.58,1024.77,81.88,5.13,62.13,21.73
2021-10-26 20:00:00,48.4,79.28,93.85,1025.55,83.01,4.54,60.44,21.59
2021-10-26 21:00:00,43.11,70.37,83.11,1025.82,84.26,4.13,56.27,23.18
2021-10-26 22:00:00,40.29,65.37,76.75,1025.88,86.25,3.85,54.23,20.47
2021-10-26 23:00:00,40.83,66.24,78.01,1026.0,87.38,3.74,52.2,22.3
2021-10-27 00:00:00,40.01,64.63,75.7,1026.2,88.63,3.25,48.0,21.7
2021-10-27 01:00:00,38.94,62.92,74.02,1026.25,91.63,2.62,45.89,21.98
2021-10-27 02:00:00,39.53,63.92,75.17,1026.54,90.88,2.37,48.57,21.48
2021-10-27 03:00:00,37.37,60.36,70.56,1026.8,90.63,2.41,46.91,21.33
2021-10-27 04:00:00,36.72,59.86,70.24,1027.09,92.25,2.22,59.38,20.2
2021-10-27 05:00:00,37.82,61.27,71.94,1027.5,91.13,2.62,57.07,19.18
2021-10-27 06:00:00,39.91,64.05,75.11,1027.87,90.88,3.74,51.87,22.19
2021-10-27 07:00:00,43.61,69.34,80.98,1027.99,85.13,5.16,54.21,25.54
2021-10-27 08:00:00,27.61,43.87,52.54,1027.91,77.63,7.65,42.84,39.85
2021-10-27 09:00:00,20.4,31.73,42.73,1027.71,73.62,10.06,30.23,59.47
2021-10-27 10:00:00,14.72,22.57,28.78,1027.33,68.68,11.83,18.63,81.49
2021-10-27 11:00:00,10.36,15.16,17.27,1026.86,65.14,12.83,16.8,94.91
2021-10-27 12:00:00,9.28,13.72,15.71,1026.48,62.35,13.36,17.36,99.28
2021-10-27 13:00:00,10.68,15.85,18.07,1026.37,63.01,13.7,19.21,91.85
2021-10-27 14:00:00,8.02,11.65,13.34,1026.31,67.79,13.15,21.1,92.96
2021-10-27 15:00:00,13.05,21.0,26.34,1026.27,70.65,11.42,51.68,70.13
2021-10-27 16:00:00,42.85,82.09,102.64,1026.7,77.25,9.38,70.43,28.27
2021-10-27 17:00:00,34.54,58.46,70.1,1027.12,84.37,7.53,69.21,25.02
2021-10-27 18:00:00,78.62,158.29,200.07,1027.26,88.72,6.25,64.15,17.48
2021-10-27 19:00:00,52.38,90.89,110.6,1027.61,89.69,5.77,58.07,16.26
2021-10-27 20:00:00,57.79,99.78,121.09,1027.89,92.18,4.93,53.37,17.31
2021-10-27 21:00:00,52.3,86.91,103.72,1028.06,91.86,4.22,50.54,18.21
2021-10-27 22:00:00,48.01,79.39,94.76,1027.86,93.71,4.05,44.82,18.66
2021-10-27 23:00:00,49.44,82.3,97.65,1027.58,94.83,3.58,42.61,19.43
2021-10-28 00:00:00,51.92,86.37,102.6,1027.79,94.82,3.25,42.05,18.8
2021-10-28 01:00:00,53.41,88.87,106.05,1027.78,96.26,2.24,42.7,19.16
2021-10-28 02:00:00,53.68,90.61,108.64,1027.69,97.29,2.04,43.38,20.96
2021-10-28 03:00:00,50.39,86.02,103.12,1027.96,96.87,1.61,45.25,21.61
2021-10-28 04:00:00,45.13,77.74,93.72,1028.17,95.17,1.73,43.97,20.48
2021-10-28 05:00:00,43.59,76.51,92.42,1028.36,96.13,0.89,43.97,19.86
2021-10-28 06:00:00,36.29,62.88,75.56,1028.57,92.81,1.65,45.09,20.73
2021-10-28 07:00:00,32.8,55.62,66.21,1028.46,86.97,3.0,47.52,21.7
2021-10-28 08:00:00,31.76,53.14,62.7,1028.03,80.11,5.52,51.08,24.34
2021-10-28 09:00:00,23.66,37.83,48.48,1027.47,77.86,7.39,40.79,31.71
2021-10-28 10:00:00,19.01,29.64,40.15,1026.91,67.55,11.82,38.59,33.55
2021-10-28 11:00:00,14.84,22.95,29.56,1026.26,61.99,13.42,27.86,51.13
2021-10-28 12:00:00,9.44,14.04,16.11,1025.52,58.06,14.67,18.14,75.21
2021-10-28 13:00:00,8.01,11.69,13.39,1025.15,58.01,15.5,15.59,70.61
2021-10-28 14:00:00,11.8,17.56,21.56,1024.9,64.6,15.92,16.51,46.88
2021-10-28 15:00:00,15.31,23.31,30.22,1024.97,69.0,12.71,76.99,51.81
2021-10-28 16:00:00,18.01,27.56,36.92,1025.05,75.04,10.09,77.23,32.51
2021-10-28 17:00:00,22.41,34.49,45.12,1025.03,80.82,8.47,71.57,23.3
2021-10-28 18:00:00,27.61,42.74,51.54,1024.93,84.09,7.14,61.85,20.72
2021-10-28 19:00:00,30.76,47.94,56.53,1024.6,88.37,5.83,55.61,20.44
2021-10-28 20:00:00,33.89,53.08,61.94,1024.54,91.97,4.91,49.41,19.34
2021-10-28 21:00:00,36.88,59.22,69.47,1024.43,93.13,4.47,44.34,20.07
2021-10-28 22:00:00,41.46,67.45,79.84,1024.11,91.44,4.08,42.08,21.14
2021-10-28 23:00:00,42.2,68.24,80.26,1023.85,91.04,3.44,40.38,21.35
2021-10-29 00:00:00,43.08,69.8,82.19,1023.73,93.4,2.5,39.38,21.44
2021-10-29 01:00:00,43.55,70.97,83.87,1023.29,95.23,1.89,39.46,21.0
2021-10-29 02:00:00,43.98,71.8,84.97,1022.87,91.34,1.74,40.36,21.21
2021-10-29 03:00:00,45.7,75.76,90.27,1022.69,91.67,1.25,42.48,21.9
2021-10-29 04:00:00,45.86,77.24,92.37,1022.62,93.42,0.49,42.78,20.74
2021-10-29 05:00:00,44.1,73.49,87.44,1022.51,88.75,0.47,44.57,18.85
2021-10-29 06:00:00,46.3,77.98,92.8,1022.74,88.53,0.43,47.76,19.16
2021-10-29 07:00:00,46.46,77.61,92.6,1022.97,84.06,2.13,52.76,19.72
2021-10-29 08:00:00,38.91,63.49,74.61,1022.72,80.03,4.5,54.81,21.65
2021-10-29 09:00:00,28.13,44.96,54.72,1022.39,71.5,8.11,45.5,20.01
2021-10-29 10:00:00,20.28,31.64,42.55,1021.96,63.41,11.01,37.85,26.75
2021-10-29 11:00:00,19.66,30.3,41.15,1021.4,60.02,13.06,39.97,33.84
2021-10-29 12:00:00,19.38,29.8,39.9,1020.79,53.89,14.87,39.07,39.62
2021-10-29 13:00:00,16.04,24.17,31.52,1020.21,54.11,15.65,28.45,40.61
2021-10-29 14:00:00,14.6,21.91,27.85,1019.89,60.91,16.55,24.4,31.59
2021-10-29 15:00:00,16.16,24.59,32.09,1019.78,64.05,12.85,71.91,54.39
2021-10-29 16:00:00,19.83,29.9,40.13,1019.82,67.42,10.21,82.23,30.55
2021-10-29 17:00:00,29.84,47.18,57.55,1020.0,71.88,8.39,71.83,21.96
2021-10-29 18:00:00,44.55,72.45,85.8,1020.15,73.22,6.81,62.9,20.56
2021-10-29 19:00:00,53.85,90.14,107.99,1020.35,73.1,5.88,57.88,18.33
2021-10-29 20:00:00,57.99,97.07,116.31,1020.6,69.59,5.22,56.96,18.94
2021-10-29 21:00:00,60.94,100.82,120.45,1020.69,69.94,4.43,53.32,17.7
2021-10-29 22:00:00,60.91,100.78,120.47,1020.72,74.08,3.43,48.95,17.41
2021-10-29 23:00:00,59.14,97.91,116.92,1020.67,73.28,2.64,44.94,17.99
2021-10-30 00:00:00,59.12,98.14,117.03,1020.52,67.59,3.06,43.48,18.82
2021-10-30 01:00:00,56.97,94.47,112.92,1020.15,71.77,2.16,41.49,19.77
2021-10-30 02:00:00,54.6,90.31,107.4,1019.95,74.05,1.41,41.31,19.89
2021-10-30 03:00:00,52.73,86.94,103.43,1019.82,74.45,0.98,42.31,19.57
2021-10-30 04:00:00,51.77,85.33,101.65,1019.6,69.4,1.42,42.28,19.28
2021-10-30 05:00:00,50.95,83.11,98.78,1019.27,88.28,-0.75,43.94,17.99
2021-10-30 06:00:00,49.52,80.45,95.57,1019.34,77.44,0.88,48.15,18.96
2021-10-30 07:00:00,44.1,72.24,85.4,1019.43,70.07,3.66,49.77,20.3
2021-10-30 08:00:00,28.84,45.91,55.04,1019.23,64.8,7.07,45.48,26.7
2021-10-30 09:00:00,15.98,24.64,31.54,1018.75,59.53,11.06,29.68,37.84
2021-10-30 10:00:00,13.68,20.7,25.88,1018.26,53.07,13.88,19.81,61.05
2021-10-30 11:00:00,12.98,19.49,23.6,1017.72,49.56,15.7,26.3,65.55
2021-10-30 12:00:00,11.43,16.78,19.36,1017.11,48.67,17.39,22.14,75.9
2021-10-30 13:00:00,12.55,18.59,21.85,1016.83,49.76,17.88,19.35,75.06
2021-10-30 14:00:00,13.24,19.56,23.59,1016.54,53.78,18.41,12.97,70.53
2021-10-30 15:00:00,14.26,21.25,26.58,1016.5,60.19,14.19,63.31,72.18
2021-10-30 16:00:00,19.06,28.58,38.37,1016.76,63.11,11.39,77.47,34.44
2021-10-30 17:00:00,32.44,50.47,61.29,1017.07,65.06,9.89,73.98,23.34
2021-10-30 18:00:00,46.49,74.2,87.33,1017.17,68.27,8.22,64.79,20.05
2021-10-30 19:00:00,52.94,85.63,101.62,1017.1,68.56,7.44,60.8,17.86
2021-10-30 20:00:00,52.92,85.62,101.79,1017.45,68.6,6.85,56.71,18.41
2021-10-30 22:00:00,47.5,77.1,91.33,1018.1,70.91,5.24,53.23,18.84
2021-10-30 23:00:00,46.09,74.62,88.55,1018.4,71.47,4.78,49.41,18.82
2021-10-31 00:00:00,46.04,74.95,88.54,1018.58,72.23,4.19,47.77,20.47
2021-10-31 01:00:00,43.59,71.17,84.55,1018.66,74.85,3.42,45.81,19.15
2021-10-31 02:00:00,42.07,68.43,80.97,1018.79,80.75,2.19,44.15,19.7
2021-10-31 03:00:00,42.3,69.14,81.76,1018.93,81.53,1.78,42.16,20.09
2021-10-31 04:00:00,39.19,63.25,74.44,1018.88,76.11,2.3,43.9,20.42
2021-10-31 05:00:00,38.3,61.18,71.78,1019.04,77.51,1.94,44.99,19.47
2021-10-31 06:00:00,38.03,60.74,71.4,1019.36,79.44,2.22,48.55,19.76
2021-10-31 07:00:00,29.87,47.32,55.48,1019.52,75.49,4.46,44.62,29.6
2021-10-31 08:00:00,21.64,33.72,44.27,1019.25,70.04,7.71,35.55,39.07
2021-10-31 09:00:00,14.44,22.05,28.1,1018.68,62.36,10.98,23.08,56.26
2021-10-31 10:00:00,10.64,15.86,18.2,1018.0,55.02,13.42,16.65,72.8
2021-10-31 11:00:00,9.78,14.38,16.31,1017.21,50.71,15.27,22.07,75.17
2021-10-31 12:00:00,9.85,14.38,16.35,1016.49,49.25,16.38,24.44,83.19
2021-10-31 13:00:00,10.59,15.74,18.05,1015.88,51.4,16.55,19.53,79.29
2021-10-31 14:00:00,14.16,21.4,26.65,1015.49,59.03,16.54,15.72,69.12
2021-10-31 15:00:00,14.07,21.25,26.68,1015.2,63.63,13.03,56.91,78.62
2021-10-31 16:00:00,18.56,28.54,38.24,1014.97,66.49,10.51,71.4,36.99
2021-10-31 17:00:00,38.0,63.96,77.27,1014.93,70.01,8.69,67.43,22.84
2021-10-31 18:00:00,56.11,93.38,112.01,1014.88,74.35,6.81,59.36,18.88
2021-10-31 19:00:00,46.03,73.79,87.47,1014.63,76.6,5.67,55.49,18.0
2021-10-31 20:00:00,45.93,74.01,87.66,1014.29,79.26,4.82,52.28,17.3
2021-10-31 21:00:00,43.77,71.47,84.61,1013.82,80.66,3.91,47.25,18.25
2021-10-31 22:00:00,43.58,71.27,84.36,1013.37,84.51,2.67,44.59,19.07
2021-10-31 23:00:00,45.95,76.29,90.72,1013.12,83.2,2.37,43.49,20.2
2021-11-01 00:00:00,46.11,76.79,91.28,1012.81,79.4,2.52,40.86,19.68
2021-11-01 01:00:00,45.86,76.29,90.87,1012.21,80.89,1.99,41.03,20.12
2021-11-01 02:00:00,45.19,75.07,89.11,1011.77,81.73,1.39,39.58,20.34
2021-11-01 03:00:00,44.69,74.2,87.98,1011.36,84.08,0.65,39.96,20.2
2021-11-01 04:00:00,43.87,72.64,86.4,1010.92,85.18,0.26,41.28,21.03
2021-11-01 05:00:00,41.69,68.95,81.69,1010.63,87.04,-0.51,40.93,19.48
2021-11-01 06:00:00,39.92,65.22,77.01,1010.63,83.91,0.7,43.72,19.47
2021-11-01 07:00:00,34.01,55.71,65.89,1010.44,82.02,2.28,45.93,25.29
2021-11-01 08:00:00,23.03,36.74,46.1,1009.93,77.42,5.33,40.68,36.79
2021-11-01 09:00:00,12.94,19.92,24.46,1009.28,67.44,9.49,23.46,55.42
2021-11-01 10:00:00,13.08,20.0,24.6,1008.75,61.16,12.11,23.25,61.33
2021-11-01 11:00:00,11.62,17.7,20.53,1008.08,54.99,13.83,21.96,67.19
2021-11-01 12:00:00,9.72,14.61,16.52,1007.52,51.64,15.5,17.42,78.38
2021-11-01 13:00:00,9.62,14.35,16.3,1006.99,51.61,15.9,16.87,76.75
2021-11-01 14:00:00,11.04,16.4,18.69,1006.65,57.3,15.91,15.73,66.6
2021-11-01 15:00:00,11.51,17.2,19.76,1006.78,61.18,12.67,55.58,75.38
2021-11-01 16:00:00,16.79,25.67,33.12,1007.08,69.2,9.87,66.42,42.32
2021-11-01 17:00:00,33.5,55.59,66.15,1007.03,76.05,8.13,65.92,21.61
2021-11-01 18:00:00,45.0,74.65,89.1,1007.18,82.51,6.64,60.51,17.6
2021-11-01 19:00:00,45.33,75.23,89.88,1007.23,82.62,6.13,56.13,17.17
2021-11-01 20:00:00,49.43,83.19,99.79,1007.26,87.11,5.58,52.66,16.53
2021-11-01 21:00:00,54.24,90.34,108.2,1007.06,90.25,5.46,49.43,16.63
2021-11-01 22:00:00,54.92,91.85,109.73,1006.49,90.25,5.74,49.46,17.97
2021-11-01 23:00:00,53.1,88.95,106.14,1006.1,90.25,5.83,48.5,19.21
2021-11-02 00:00:00,52.67,87.3,104.15,1005.55,90.13,6.16,46.33,18.14
2021-11-02 01:00:00,48.95,80.37,95.23,1005.12,89.75,6.45,45.02,17.82
2021-11-02 02:00:00,45.24,74.15,87.6,1004.49,91.0,6.35,44.86,18.07
2021-11-02 03:00:00,42.05,68.61,80.82,1004.41,91.25,6.44,45.17,18.73
2021-11-02 04:00:00,34.57,56.13,65.62,1004.16,92.75,6.28,49.83,20.75
2021-11-02 05:00:00,26.56,43.49,53.36,1003.66,94.0,6.27,51.48,17.73
2021-11-02 06:00:00,24.78,41.83,52.03,1003.56,93.34,6.53,42.68,22.47
2021-11-02 07:00:00,22.23,36.41,47.61,1003.96,94.25,6.79,52.16,19.31
2021-11-02 08:00:00,25.27,41.12,50.94,1003.88,96.81,6.88,55.17,22.68
2021-11-02 09:00:00,29.32,47.28,56.34,1003.77,94.75,7.72,53.74,23.52
2021-11-02 10:00:00,24.22,40.2,50.13,1003.63,94.69,8.21,55.11,22.56
2021-11-02 11:00:00,20.06,31.87,43.49,1003.55,94.44,8.49,53.61,22.16
2021-11-02 12:00:00,21.14,34.75,46.45,1003.53,98.94,7.65,54.37,25.09
2021-11-02 13:00:00,23.87,40.14,50.22,1003.51,95.56,7.82,55.94,24.64
2021-11-02 14:00:00,26.84,44.19,53.99,1003.55,96.19,7.62,54.06,29.19
2021-11-02 15:00:00,22.99,38.69,49.23,1003.76,95.5,7.61,55.19,24.98
2021-11-02 16:00:00,29.42,48.01,56.92,1003.95,95.44,7.23,55.49,25.11
2021-11-02 17:00:00,24.39,39.85,49.65,1004.29,94.69,7.31,47.44,28.65
2021-11-02 18:00:00,19.4,30.06,40.88,1004.63,94.06,7.0,48.38,30.97
2021-11-02 19:00:00,18.25,28.62,38.69,1004.92,94.75,6.43,47.69,35.01
2021-11-02 20:00:00,18.67,30.27,41.41,1005.5,94.69,6.32,45.82,41.0
2021-11-02 21:00:00,18.55,30.75,42.26,1005.92,93.94,6.18,40.92,41.49
2021-11-02 22:00:00,18.5,30.73,42.48,1006.29,93.38,5.89,40.33,42.98
2021-11-02 23:00:00,19.24,31.82,43.97,1006.65,94.69,5.68,38.95,35.94
2021-11-03 00:00:00,17.92,29.68,40.74,1007.15,94.0,5.82,37.61,38.41
2021-11-03 01:00:00,15.85,26.48,35.9,1007.46,94.0,5.58,37.64,42.54
2021-11-03 02:00:00,16.08,26.44,35.66,1007.52,94.0,5.26,42.5,22.35
2021-11-03 03:00:00,16.15,26.19,35.2,1007.7,93.33,4.65,44.69,19.33
2021-11-03 04:00:00,16.94,27.37,37.04,1008.23,93.24,4.21,45.97,18.74
2021-11-03 05:00:00,22.66,39.7,50.66,1008.52,92.48,3.29,48.11,19.69
2021-11-03 06:00:00,29.35,51.15,61.25,1009.23,89.6,3.54,53.16,16.76
2021-11-03 07:00:00,34.32,57.69,70.1,1009.77,88.89,4.66,58.31,18.35
2021-11-03 08:00:00,13.38,20.49,25.54,1010.01,86.21,6.86,52.23,27.96
2021-11-03 09:00:00,8.39,12.84,15.09,1009.95,82.0,8.88,35.25,47.38
2021-11-03 10:00:00,4.09,5.9,6.71,1009.77,78.75,10.14,22.81,63.92
2021-11-03 11:00:00,2.8,3.93,4.46,1009.03,75.46,11.46,22.82,63.01
2021-11-03 12:00:00,1.53,2.14,2.49,1008.76,71.35,12.28,15.24,75.23
