TIME,PM1,PM25,PM10,PRESSURE,HUMIDITY,TEMPERATURE,NO2,O3
2022-01-16 12:00:00,23.75,38.95,44.48,1020.22,64.38,1.34,29.69,42.25
2022-01-16 13:00:00,23.79,39.08,44.04,1019.47,65.5,1.87,30.53,42.4
2022-01-16 14:00:00,22.8,37.04,42.85,1018.64,67.19,1.5,44.79,29.88
2022-01-16 15:00:00,32.36,53.7,58.05,1018.21,73.19,0.39,61.46,12.24
2022-01-16 16:00:00,40.54,67.69,74.06,1018.44,76.75,-0.58,59.37,17.31
2022-01-16 17:00:00,20.51,32.59,40.48,1018.76,79.0,-1.01,38.12,58.65
2022-01-16 18:00:00,18.36,28.69,35.55,1019.18,79.94,-1.19,31.49,69.24
2022-01-16 19:00:00,18.32,29.1,36.16,1019.57,82.56,-1.26,29.47,71.87
2022-01-16 20:00:00,19.86,32.1,40.33,1019.92,82.94,-0.91,29.74,64.6
2022-01-16 21:00:00,19.91,32.33,41.06,1019.96,85.75,-0.69,30.47,67.55
2022-01-16 22:00:00,18.92,30.51,38.33,1019.81,86.29,-0.63,31.74,60.91
2022-01-16 23:00:00,17.31,27.89,34.24,1019.57,89.05,-0.81,31.99,48.82
2022-01-17 00:00:00,16.16,25.66,31.24,1018.96,91.75,-0.98,31.61,44.73
2022-01-17 01:00:00,14.16,22.12,25.78,1018.29,92.4,-0.83,30.99,43.99
2022-01-17 02:00:00,13.36,21.5,24.84,1017.12,92.5,-0.65,28.66,40.47
2022-01-17 03:00:00,10.99,17.28,18.25,1016.44,91.7,0.02,27.67,43.26
2022-01-17 04:00:00,13.75,21.76,25.07,1016.17,91.33,-0.17,32.54,49.42
2022-01-17 05:00:00,14.15,22.71,26.97,1015.51,91.57,0.17,28.49,49.35
2022-01-17 06:00:00,13.19,21.06,24.38,1014.61,93.25,0.1,27.6,51.4
2022-01-17 07:00:00,12.63,20.37,23.14,1013.96,82.51,0.17,34.01,64.65
2022-01-17 08:00:00,12.77,20.49,23.1,1012.47,81.25,0.13,32.81,54.7
2022-01-17 09:00:00,12.71,20.34,23.06,1011.13,79.51,0.59,30.73,61.04
2022-01-17 10:00:00,11.9,18.79,20.35,1010.02,66.93,0.57,34.5,60.83
2022-01-17 11:00:00,12.17,18.96,20.51,1009.3,76.13,0.37,34.51,58.66
2022-01-17 12:00:00,4.94,7.55,7.93,1010.89,72.0,-0.07,26.02,84.95
2022-01-17 13:00:00,1.64,2.42,2.64,1012.66,68.62,-0.44,25.21,95.76
2022-01-17 14:00:00,3.2,4.95,5.42,1014.42,82.06,-0.76,22.14,88.82
2022-01-17 15:00:00,9.29,14.8,16.25,1016.18,85.46,-1.01,31.7,77.36
2022-01-17 16:00:00,16.78,26.24,31.76,1017.18,87.2,-1.23,39.17,70.93
2022-01-17 17:00:00,6.74,10.48,11.43,1018.92,77.09,-1.83,28.79,92.89
2022-01-17 18:00:00,8.42,13.22,14.03,1020.31,83.46,-1.61,26.37,89.27
2022-01-17 19:00:00,7.29,12.16,13.14,1021.34,85.84,-1.68,23.95,84.59
2022-01-17 20:00:00,9.42,15.49,17.41,1023.01,84.44,-1.71,28.27,74.64
2022-01-17 21:00:00,12.74,20.62,23.44,1024.42,83.44,-2.07,33.95,67.48
2022-01-17 22:00:00,13.21,21.37,24.64,1025.27,84.27,-2.43,31.69,73.4
2022-01-17 23:00:00,14.92,23.44,27.9,1026.17,88.87,-3.06,33.52,68.22
2022-01-18 00:00:00,15.26,24.01,28.64,1027.03,89.69,-3.08,35.44,66.34
2022-01-18 01:00:00,13.09,20.58,23.11,1027.7,90.06,-2.98,33.94,69.95
2022-01-18 02:00:00,11.6,17.75,18.93,1027.67,89.12,-2.82,32.52,72.15
2022-01-18 03:00:00,10.87,16.6,17.52,1028.09,90.43,-2.76,33.02,71.12
2022-01-18 04:00:00,13.06,20.75,23.56,1028.55,92.12,-3.02,34.16,70.19
2022-01-18 05:00:00,12.55,19.7,21.8,1029.11,91.94,-2.93,36.18,65.67
2022-01-18 06:00:00,9.41,14.43,15.35,1029.5,92.31,-2.85,35.61,67.16
2022-01-18 07:00:00,11.13,16.83,18.11,1030.36,90.81,-2.45,34.7,67.46
2022-01-18 08:00:00,9.79,15.13,15.92,1031.1,90.25,-2.47,31.69,69.72
2022-01-18 09:00:00,10.67,16.21,17.23,1032.1,90.81,-2.53,32.82,69.7
2022-01-18 10:00:00,9.77,14.77,15.54,1032.27,90.44,-2.1,27.73,73.76
2022-01-18 11:00:00,10.72,16.43,17.71,1032.65,89.69,-1.7,28.51,70.87
2022-01-18 12:00:00,11.39,17.54,18.84,1032.96,87.81,-1.12,28.92,70.76
2022-01-18 13:00:00,10.78,16.66,17.88,1033.34,86.69,-1.07,27.91,75.7
2022-01-18 14:00:00,15.58,24.89,29.88,1033.81,85.38,-1.08,36.34,64.07
2022-01-18 15:00:00,17.22,27.48,33.66,1034.35,85.56,-1.17,38.69,58.79
2022-01-18 16:00:00,17.43,27.83,34.29,1034.68,85.19,-1.22,37.87,52.85
2022-01-18 17:00:00,17.92,28.42,35.11,1034.9,85.5,-1.42,35.14,56.04
2022-01-18 18:00:00,14.59,23.21,27.26,1034.99,87.94,-2.04,30.33,68.86
2022-01-18 19:00:00,13.53,21.19,24.17,1035.26,88.75,-2.46,29.91,74.43
2022-01-18 20:00:00,16.89,27.14,33.15,1035.18,88.75,-2.49,33.02,61.04
2022-01-18 21:00:00,16.67,26.72,32.62,1035.06,89.13,-2.66,36.27,54.05
2022-01-18 22:00:00,18.63,29.76,37.22,1034.92,88.38,-2.7,37.74,50.39
2022-01-18 23:00:00,15.29,24.93,29.94,1034.48,88.0,-2.57,36.8,56.52
2022-01-19 00:00:00,14.79,23.84,28.71,1033.99,88.38,-2.54,34.83,61.95
2022-01-19 01:00:00,16.47,26.95,32.87,1033.56,89.13,-2.78,33.41,62.85
2022-01-19 02:00:00,14.62,23.82,28.68,1032.6,89.88,-2.83,31.6,60.81
2022-01-19 03:00:00,12.42,19.98,22.59,1031.96,90.25,-3.0,29.22,67.65
2022-01-19 04:00:00,11.11,17.62,18.7,1031.42,88.75,-2.63,28.49,66.4
2022-01-19 05:00:00,12.95,20.76,23.88,1030.49,88.75,-2.78,37.52,51.49
2022-01-19 06:00:00,14.0,22.44,26.6,1029.93,90.25,-3.43,38.39,48.78
2022-01-19 07:00:00,14.79,23.54,28.02,1029.57,90.63,-3.71,42.46,47.35
2022-01-19 08:00:00,14.76,23.42,27.62,1028.95,89.5,-3.36,35.16,62.27
2022-01-19 09:00:00,13.6,21.03,23.8,1028.07,87.63,-2.56,31.97,68.13
2022-01-19 10:00:00,12.5,19.69,21.77,1027.08,85.0,-1.42,28.72,73.31
2022-01-19 11:00:00,12.81,20.22,22.63,1025.88,82.75,-0.31,29.82,68.71
2022-01-19 12:00:00,15.25,23.44,28.18,1024.59,81.63,0.25,31.81,62.35
2022-01-19 13:00:00,15.29,23.96,28.78,1023.56,80.88,0.47,36.49,49.65
2022-01-19 14:00:00,14.63,23.0,27.52,1022.69,81.63,0.88,33.43,37.68
2022-01-19 15:00:00,18.74,29.52,36.48,1021.79,82.38,-0.31,62.39,11.38
2022-01-19 16:00:00,26.95,44.56,49.57,1021.09,84.25,-1.63,68.83,5.44
2022-01-19 17:00:00,34.07,55.92,60.82,1020.31,85.94,-2.47,64.87,1.98
2022-01-19 18:00:00,39.94,64.89,69.86,1019.35,86.88,-3.21,63.13,0.12
2022-01-19 19:00:00,41.57,68.08,73.83,1018.24,88.38,-3.96,55.91,0.19
2022-01-19 20:00:00,48.35,80.09,87.3,1016.95,88.64,-4.47,50.82,0.0
2022-01-19 21:00:00,72.79,126.07,140.4,1016.47,85.2,-4.18,52.58,1.34
2022-01-19 22:00:00,67.53,116.59,129.32,1015.98,84.97,-3.87,47.39,0.57
2022-01-19 23:00:00,41.55,70.56,77.58,1015.49,82.97,-2.73,43.39,13.44
2022-01-20 00:00:00,19.92,31.94,39.21,1015.19,84.06,-1.39,24.71,52.57
2022-01-20 01:00:00,11.5,18.53,19.83,1014.51,82.94,-0.42,15.31,70.46
2022-01-20 02:00:00,11.36,17.7,18.95,1013.44,81.06,0.24,13.78,68.87
2022-01-20 03:00:00,10.19,15.72,16.63,1012.9,80.31,0.53,14.21,71.36
2022-01-20 04:00:00,9.41,14.52,15.26,1012.27,79.75,0.5,15.17,68.47
2022-01-20 05:00:00,9.65,14.97,15.77,1011.75,82.0,0.38,16.86,66.03
2022-01-20 06:00:00,8.74,14.12,14.76,1011.41,82.0,0.48,16.41,60.19
2022-01-20 07:00:00,9.61,15.52,16.34,1011.41,80.36,1.13,19.66,57.08
2022-01-20 08:00:00,10.67,16.37,17.49,1011.89,81.75,0.39,27.6,56.46
2022-01-20 09:00:00,12.44,19.24,21.26,1011.12,84.83,0.26,22.47,57.52
2022-01-20 10:00:00,9.14,14.06,14.81,1010.01,78.25,0.85,13.29,59.44
2022-01-20 11:00:00,4.14,6.35,6.72,1009.86,76.42,0.38,13.8,89.44
2022-01-20 12:00:00,6.64,10.22,10.85,1010.47,85.24,-1.38,23.91,91.18
2022-01-20 13:00:00,6.67,10.43,11.12,1011.39,74.97,-1.91,13.65,84.04
2022-01-20 14:00:00,4.8,7.4,7.9,1012.55,70.4,-2.15,16.38,88.46
2022-01-20 15:00:00,5.27,8.1,8.73,1012.82,69.12,-2.44,17.95,85.9
2022-01-20 16:00:00,4.09,6.72,7.21,1012.84,74.27,-3.03,19.31,84.28
2022-01-20 17:00:00,7.77,12.5,13.49,1013.0,74.89,-2.87,19.99,81.17
2022-01-20 18:00:00,8.99,14.63,15.66,1013.36,76.62,-3.38,21.38,77.55
2022-01-20 19:00:00,10.76,17.6,18.91,1013.78,80.2,-3.59,23.68,71.6
2022-01-20 20:00:00,9.95,15.95,17.06,1014.27,81.37,-3.37,21.58,72.75
2022-01-20 21:00:00,9.48,15.22,16.36,1014.31,82.11,-3.35,21.99,74.25
